Topic,Difficulty,Question,Answer
OOP,Easy,What is a method parameter in Java?,A method parameter in Java is a value that is passed into a method when it is called. It is used by the method to perform some operation or computation and can be of any data type.
OOP,Easy,What is a non-access modifier in Java?,"A non-access modifier in Java is a keyword that is used to modify the behavior of classes, methods, and variables. Some examples of non-access modifiers include final, abstract, static, and transient."
OOP,Easy,What is a class loader in Java?,"A class loader in Java is responsible for loading classes into memory at runtime. There are three types of class loaders in Java: bootstrap, extension, and application class loaders."
OOP,Easy,What is a JVM in Java?,"JVM stands for Java Virtual Machine, which is a software implementation of a computer that executes Java programs. It provides a runtime environment in which Java bytecode can be executed on any platform without the need for platform-specific modifications."
OOP,Easy,What is an access modifier in Java?,An access modifier in Java is a keyword that is used to control the visibility and
OOP,Easy,What is a reference type in Java?,"A reference type in Java is a data type that stores references to objects in memory. Reference types include classes, arrays, interfaces, and enums. Variables of reference type hold the memory address of an object, rather than the object itself."
OOP,Easy,What is a default value in Java?,"A default value in Java is the value that is assigned to a variable if no value is explicitly assigned to it. The default value depends on the data type of the variable. For example, the default value of an int is 0, and the default value of a boolean is false."
OOP,Easy,What is a shallow copy vs deep copy in Java?,Shallow copy and deep copy are two ways to copy objects in Java. A shallow copy creates a new object that has
OOP,Medium,What is polymorphism in Java?,"Polymorphism is the ability of an object to take many forms. In Java, polymorphism allows objects of different classes to be treated as if they were objects of a single class."
OOP,Medium,What is inheritance in Java?,"Inheritance is a mechanism in Java by which one class acquires the properties and behaviors of another class. The class that inherits the properties and behaviors is known as the subclass or child class, and the class whose properties and behaviors are inherited is known as the superclass or parent class."
OOP,Medium,What is the difference between abstract class and interface in Java?,"An abstract class can have both abstract and non-abstract methods, whereas an interface can only have abstract methods. A class can only extend one abstract class, but it can implement multiple interfaces. An abstract class can have instance variables, whereas an interface cannot."
OOP,Medium,What is the difference between overloading and overriding in Java?,Overloading is when two or more methods in the same class have the same name but different parameters. Overriding is when a subclass provides a specific implementation of a method that is already provided by its parent class.
OOP,Medium,What is a static method in Java?,A static method is a method that belongs to the class and not the instance of the class. It can be called using the class name instead of an instance of the class.
OOP,Medium,"What is the difference between private, protected, and public access modifiers in Java?",Private members are only accessible within the same class. Protected members are accessible within the same class and its subclasses. Public members are accessible from anywhere.
OOP,Medium,What is a super class in Java?,A superclass is a class that is inherited by a subclass. The subclass inherits all the properties and behaviors of the superclass.
OOP,Medium,What is an abstract method in Java?,An abstract method is a method that has no implementation. It is declared in an abstract class or interface and must be implemented by any concrete subclass or class that implements the interface.
OOP,Medium,What is a concrete class in Java?,A concrete class is a class that has a complete implementation and can be instantiated. It can be used to create objects.
OOP,Medium,What is a parameterized constructor in Java?,A parameterized constructor is a constructor that takes one or more parameters. It is used to initialize the instance variables of an object with values passed as arguments when the object is created.
OOP,Medium,What is method overloading in Java?,Method overloading is when two or more methods in the same class have the same name but different parameters.
OOP,Medium,What is method overriding in Java?,Method overriding is when a subclass provides a specific implementation of a method that is already provided by its parent class.
OOP,Medium,What is the difference between composition and inheritance in Java?,"Composition is when an object is made up of other objects, whereas inheritance is when a subclass acquires the properties and behaviors of a superclass. With composition, the objects can be replaced or changed at runtime, whereas with inheritance, the properties and behaviors cannot be changed at runtime."
OOP,Medium,What is the difference between aggregation and composition in Java?,Aggregation is a special form of composition where the objects being composed have a weak relationship with the object doing the composing. Composition is a strong relationship between the objects.
OOP,Medium,What is a static field in Java?,A static field is a variable that belongs to the class and not the instance of the class. It can be accessed using the class name instead of an instance of the class.
OOP,Medium,What is a private field in Java?,A private field is a variable that can only be accessed within the same class.
OOP,Medium,What is a protected field in Java?,A protected field is a class member that can be accessed within the class and its subclasses.
OOP,Medium,What is an instance variable in Java?,"An instance variable is a variable that is associated with an object, and each object has its copy of the variable."
OOP,Medium,What is a final variable in Java?,A final variable is a variable whose value cannot be changed once initialized.
OOP,Medium,What is a marker interface in Java?,"A marker interface is an interface with no method declaration, used to signify a capability or a feature."
OOP,Medium,What is a de-serialization in Java?,Deserialization is the process of converting a serialized object back into its original form.
OOP,Medium,What is a casting in Java?,Casting is the process of converting one data type into another.
OOP,Medium,What is an instance initializer block in Java?,An instance initializer block is a block of code that is executed when an instance of the class is created.
OOP,Medium,What is a static nested class in Java?,A static nested class is a class defined inside another class that is declared as static.
OOP,Medium,What is a dynamic method dispatch in Java?,Dynamic method dispatch is a mechanism in Java that allows an overridden method to be called from the subclass object at runtime
OOP,Medium,What is a covariant return type in Java?,It is a feature introduced in Java 5 that allows a subclass to override a method in the superclass with a return type that is a subclass of the return type in the superclass method.
OOP,Medium,What is a factory method in Java?,"It is a creational design pattern that provides an interface for creating objects in a superclass, but allows subclasses to alter the type of objects that will be created."
OOP,Medium,What is a composition in Java?,"Composition is a way to combine objects or data types into more complex structures or objects. In Java, it is achieved by creating classes that contain objects of other classes as member variables."
OOP,Medium,What is a proxy class in Java?,"A proxy class is a class that acts as an intermediary between a client and a real object. It is used in situations where direct access to an object is not possible or desirable, such as remote method invocation or access control."
OOP,Medium,What is a covariant method in Java?,A covariant method is a method in a subclass that has a return type that is a subclass of the return type of the method in the superclass.
OOP,Medium,What is a decorator pattern in Java?,"The decorator pattern is a design pattern that allows behavior to be added to an individual object, either statically or dynamically, without affecting the behavior of other objects from the same class."
OOP,Medium,What is a command pattern in Java?,The command pattern is a design pattern in which an object is used to encapsulate all the information needed to perform an action or trigger an event at a later time.
OOP,Medium,What is a flyweight pattern in Java?,The flyweight pattern is a design pattern that minimizes memory usage by sharing as much data as possible with other similar objects.
OOP,Medium,What is a template method pattern in Java?,The template method pattern is a design pattern that defines the basic steps of an algorithm and allows subclasses to provide their own implementation for certain steps.
OOP,Medium,What is a memento pattern in Java?,The memento pattern is a design pattern that allows an object to be saved and restored to a previous state.
OOP,Medium,What is a visitor pattern in Java?,The visitor pattern is a design pattern that separates an algorithm from an object structure on which it operates.
OOP,Medium,What is an iterator pattern in Java?,The iterator pattern is a design pattern that provides a way to access the elements of an object without exposing its underlying representation.
OOP,Hard,What is an abstract class in Java?,"An abstract class in Java is a class that is declared with the abstract keyword and may contain abstract methods, concrete methods, instance variables, static variables, constructors, and any other valid code constructs except for final methods and final classes."
OOP,Hard,What is an interface in Java?,"An interface in Java is a collection of abstract methods, default methods, static methods, constant fields, and nested types that can be implemented by classes and extended by other interfaces."
OOP,Hard,What is a package in Java?,"A package in Java is a namespace that organizes a set of related classes, interfaces, enumerations, and annotations. It helps to avoid naming conflicts and provides access protection."
OOP,Hard,What is a singleton class in Java?,A singleton class in Java is a class that allows only one instance of itself to be created and provides a global point of access to that instance.
OOP,Hard,What is a nested class in Java?,A nested class in Java is a class that is defined inside another class or interface. It can be static or non-static and can access the private members of the enclosing class.
OOP,Hard,What is a final class in Java?,A final class in Java is a class that cannot be subclassed. It can be used to prevent further extension of a class or to improve performance or security.
OOP,Hard,What is a final method in Java?,A final method in Java is a method that cannot be overridden by subclasses. It can be used to prevent modification of a method’s behavior or to improve performance or security.
OOP,Hard,What is a transient variable in Java?,A transient variable in Java is a variable that is not serialized during object serialization. It can be used to exclude sensitive or irrelevant data from being stored or transmitted.
OOP,Hard,What is a volatile variable in Java?,A volatile variable in Java is a variable that is read and written by multiple threads and is guaranteed to have a consistent value across all threads. It can be used to ensure visibility and atomicity of shared data.
OOP,Hard,What is a synchronized method in Java?,"A synchronized method in Java is a method that can be accessed by only one thread at a time, ensuring thread safety and preventing concurrent modification of shared data. It can be used to provide mutual exclusion and visibility guarantees."
OOP,Hard,What is an enum in Java?,"An enum in Java is a special type that represents a fixed set of constants. It can be used to improve type safety, expressiveness, and maintainability of code."
OOP,Hard,What is a generic class in Java?,"A generic class in Java is a class that can work with different types of objects at runtime, without the need for explicit casting or duplication of code. It can be used to improve code reuse, flexibility, and type safety."
OOP,Hard,What is a generic method in Java?,"A generic method in Java is a method that can work with different types of objects, based on the type parameter specified during its invocation. It can be used to improve code reuse, flexibility, and type safety."
OOP,Hard,What is a lambda expression in Java?,A lambda expression is an anonymous function that can be used to simplify code by reducing boilerplate code.
OOP,Hard,What is a functional interface in Java?,A functional interface is an interface that contains only one abstract method and any number of default or static methods. It is used to enable functional programming in Java.
OOP,Hard,What is a method reference in Java?,A method reference is a shorthand syntax for referring to a method or constructor without invoking it.
OOP,Hard,What is a stream in Java?,A stream is a sequence of elements that can be processed in parallel or sequentially. It is used for functional-style operations on collections of elements.
OOP,Hard,What is a method handle in Java?,"A method handle is a reference to a method, constructor, or field that can be used to dynamically invoke the referenced member."
OOP,Hard,What is a nested interface in Java?,A nested interface is an interface that is declared inside another interface or class. It can be used to group related functionality and improve code organization.
OOP,Hard,What is a functional programming in Java?,"Functional programming is a programming paradigm that emphasizes the use of pure functions, immutable data, and higher-order functions. Java supports functional programming through lambda expressions and functional interfaces."
OOP,Hard,What is a reflection in Java?,"Reflection is a mechanism in Java that allows a program to inspect and modify its own structure, such as classes, interfaces, fields, and methods, at runtime."
OOP,Hard,What is a multi-level inheritance in Java?,"Multi-level inheritance is a type of inheritance in which a subclass is derived from a superclass, which in turn is derived from another superclass."
OOP,Hard,What is an anonymous inner class in Java?,An anonymous inner class is a local inner class that does not have a name. It is used to create a one-time use class that implements an interface or extends a class.
OOP,Hard,What is a type erasure in Java?,Type erasure is a process by which Java removes generic type information at runtime. This is done to maintain backward compatibility with code written for Java versions that did not support generics.
OOP,Hard,What is a diamond problem in Java?,The diamond problem is a problem that can occur in multiple inheritance when two or more superclasses have the same method signature. Java solves this problem by requiring the subclass to provide an implementation of the method.
OOP,Hard,What is a self-type in Java?,A self-type is a way to declare that a class should have the same type as one of its methods. It is used to enable fluent interfaces and other advanced programming patterns.
OOP,Hard,What is a binary tree in Java?,"A binary tree is a tree data structure in which each node has at most two child nodes, referred to as the left child and the right child."
OOP,Hard,What is a graph in Java?,A graph is a data structure that consists of a set of vertices and a set of edges that connect pairs of vertices. It is used to represent relationships between objects or entities.
OOP,Hard,What is a trie in Java?,A trie is a tree-like data structure that is used to store strings or other data that can be represented as a sequence of characters. It is often used in search and autocomplete applications.
OOP,Hard,What is a thread-safe class in Java?,A thread-safe class is a class that can be used safely by multiple threads without causing race conditions or other synchronization problems.
OOP,Hard,What is a deadlock in Java?,"A deadlock is a situation in which two or more threads are blocked waiting for each other to release a resource, such as a lock or a semaphore."
OOP,Hard,What is a race condition in Java?,A race condition is a situation in
OOP,Hard,What is a semaphore in Java? ,A semaphore is a synchronization tool that controls access to a shared resource by multiple threads in a concurrent system.
OOP,Hard,What is a livelock in Java? ,"A livelock is a situation in a concurrent system where two or more threads are blocked and are unable to proceed indefinitely. Instead of making progress, the threads repeatedly change their states in response to changes in the other thread’s state."
OOP,Hard,What is a distributed system in Java? ,A distributed system is a collection of independent computers that communicate and coordinate with each other to perform a common task.
OOP,Hard,What is a distributed cache in Java? ,A distributed cache is a system that stores frequently accessed data in memory across a network of computers to improve performance and scalability.
OOP,Hard,What is a distributed database in Java?,A distributed database is a system that manages data across multiple computers or sites. It provides a unified view of the data and allows users to access and modify the data as if it were stored in a single location.
